Hotel_name,name,rating,review
grandkemang Jakarta,Leon Leon,1.0,"On 27th Dec 2021, I reserved one room in GrandKemang on New Year’s Eve, using Agoda. On 31st Dec, My daughter (2 y.o) and I arrived at 5. p.m at the hotel. We came from town, outside Jakarta. We then went to the reception to do the check-in. But I was so frustrated to learn from the receptionist (William) that he could not find my reservation. This problem was so unbelievable! I had received the confirmation from Agoda, and it HAS BEEN PAID IN FULL. Then I asked him to check again with Agoda. He said the fault is in Agoda, that Agoda has not confirmed the room to them or paid them. I don’t know if this was the real problem since it was in their reservation system. However, as the customer, I never expected this kind of thing to happen. Particularly since I already paid in full, and it was new year’s eve, it would be hard to find another hotel. Not to mention, traffic in Jakarta would be so crowded on that night for my daughter and me to wander around and find an available hotel. My daughter and I stood in front of the receptions for about 1 hour! Nobody offered us to sit and find the solution. They also let 4 – 5 other persons queued behind us. Unbelieve! They could add another check-in counter or at least ask them to sit while they resolve my issue. I still can’t believe how they treat the customer. Since I didn’t find any solutions offered by the receptions, I asked to talk to the manager. Then the manager finally offered my daughter and me to sit. He again emphasized that this was Agoda’s fault and had nothing to do with them. I asked him if he could help me find another hotel, and he said I needed to wait for the Agoda’s PIC to contact me. Is it that difficult, Grand Kemang? Could you just help a mom and a daughter to find a place to stay? If you help me do so, I will consider paying on my account for the new hotel! But you did not. The manager also said that the only help he could offer was to contact Agoda related to this issue. Then the Agoda team would contact me. However, I did not receive any phone or email until around 7.15 p.m. It was also when I finally decided to leave the hotel, as my daughter was already tired of waiting for something uncertain. Then finally, Agoda emails came at 7.30 p.m., offering the refund and finding another accommodation. But I think it was too late. I was already tired of the lousy service from both of them. I will never reserve any room from Agoda and Grand Kemang. And for Grand Kemang, if you think Agoda is a bad travel agent (as per your suggestion in our discussion), why would you still collaborate with them? You would disappoint your next customer. Or maybe the customer is in that priority for you? In the end, I just want to say thank you to Agoda and GrandKemang for making the worst new year’s eve for my daughter and me!"
grandkemang Jakarta,iim hs,2.0,"Dear grandkemang, please consider this as an input. For 4stars hotel I expect more especially from your staffs. First. On my second day staying there, i have to upgrade my keycard. When I asked the receptionist whether i have to upgrading it again tomorrow she asked how long i stay. How could they didnt know the length of the stay of their guest? and if i am not asking then i have to upgrade my key card every day??? Second. I am asking about the laundry service, all they (people in recepsionist) talk about is they dont know. Third. I am asking about if i could use the welcome drink. Again, they said i dont know. What exactly they know. Other than that, you need to put attention in to your room carpet, its full of dust and the cutlery, left for more than two days in the alley, its disturbing. Its not the pleasant experience, but hopefully you guys could improve your service to your customer, remembering that this is the 4 stars hotel in the golden area of Jakarta."
Park Regis Arion,Ulyan Khalif,5.0,Staffs are friendly. Room feels vintage but clean. Food are OK.Rooms: 4/5 | Service: 5/5 | Location: 4/5 …More
Park Regis Arion,Yosep JNK,2.0,"I stayed there for two days in a so-called the ""Deluxe Room"" and I had a really bad onboarding experience with this hotel. The first room assigned to me was a disaster. The room telephone was not working, neither was the temperature controller. The toilet bowl had some yellow stains on it. The shower head was rusty, even the closet doors were also stuck. I asked the receptionist for another room, but they told me to stay there. After some discussion with the room technician, they agreed to move me to another room. The only thing that was great about this hotel, was the location."
Park Regis Arion,Marteen,4.0,"In attending on special occation, the event of 15th idFB Anniversary...the lobby hotel and ballroom looks nice & clean. The staff from enter gate & looby were friendly and helpfull.NiceeeService: 4/5 | Location: 3/5 …More"
Park Regis Arion,Adhitya Pratama,4.0,"Perfect location, so many ""walk in distance"" cafe, restaurant and convinient store nearbyRooms: 3/5 | Service: 3/5 | Location: 5/5 …More"
Park Regis Arion,Tony Willoughby,2.0,"Perhaps my experience was due to COVID restrictions, but it was a horrid stay. The general ambiance of the hotel is average but the rooms are aging and service is non-existent. -toilet did not flush properly and was very noisy during refill -no hot water -no electric kettle for the coffee/tea service -no shower or hand soap -WIFI very slow and with frequent disconnects I paid extra for breakfast service and was informed it would be delivered to my room due to lockdown and that someone would call each evening to take my order. The first evening nobody called so I missed breakfast before my early meeting. The next evening someone did call and took my order for 7:00AM delivery but by 8:00 AM still no breakfast and I had to depart for the train station. There are better options within walking distance of this hotel, so look elsewhere."
Park Regis Arion,genouva scooterholic,5.0,Really happy and comfort for stay thank you ms henyRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Park Regis Arion,merry widiastuti,4.0,Old hotel with old interior. Don't expect too muchRooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Park Regis Arion,Lidyamelia,4.0,"Boutique hotel with sufficient facilities, clean and presentable with courteous staff. Great location despite the traffic, strategic location in kemang, it’s always traffic on weekend to commute, you can walk nearby cafe and restaurant. Clean small rooftop pool is one of the perks (however they don’t provide towel so bring your own towel) The gym equipment needs updating. Superior room was decent size and had everything required for a comfortable stay."
Park Regis Arion,JJ TV,4.0,"Old but clean, OK selection for breakfast."
Park Regis Arion,atik ambarwati,5.0,"I have visited and stayed in this hotel since its name was still Grand Flora. I love the design of the building, which always gives me feeling of calm. I like the ambience in its lobby when it is not too crowded, as many weddings are usually held in this hotel. The building looks elegant without looking too massive and large. Although the building has been old, but the hotel management seems to have worked hard in maintaining its fresh and charming ambience of the building like what I remember in the past."
Park Regis Arion,Peter,5.0,"One of the best hotels we ever stayed in Kemang area, South Jakarta. We stayed in the executive the luxe suite with view over Kemang and a nice living room. The rooms are recently renovated, clean and have a very nice bed to sleep at. The breakfast is everyday different and tasty. The staff are awesome and will help you with everything you needed. The General Manager, Mr Deva is a nice person and really willing to help with everything you asked. We recommend to everyone to stay here."
Park Regis Arion,Isa Adi S,5.0,Good service and nice room (superior) in a good location (kemang). I stayed here for a quarantine periode after working offshore during covid pandemic. They work with a tight protocol and make sure I dont need to leave the room. After PCR test (negative) I checked out. Recommended for quarantine yourself during the covid outbreak and protect your loved ones
Park Regis Arion,Camille Secioria,5.0,"A very nice place to stay in the busy area, great services, and the price is so affordable. Definitely we'll be back for more"
Park Regis Arion,Krish,4.0,"The place is good for the price. The only thing that is a disappointment is the shower. And you need to wait for almost 5 mins for hot water to come. (Not giving a 5 start because of that) Room is really big, clean. Room service is good. Certainly worth more than what you pay. The only thing that you need to remember is that these guys will say a yes to everything. So don't assume that they understood you. (I just enquired about a dish and ordered another dish. I ended up getting both)"
Park Regis Arion,hupron fadilah,5.0,"Service Excellent, Strategic Location, Easy access. Recommended for having meeting, enjoying food and having family time in Jakarta"
Park Regis Arion,Handra Cs,4.0,"This hotel is quite nice. The room is quite spacious, including the bathroom. It has gym, swimming pool, spa, massage, among others. The staffs are quite friendly as well. Recommended for people who are on business trip with more affordable pricing near Kemang."
Park Regis Arion,Menik Bud,4.0,"Before i went here, i read some reviews, a bit worried that this hotel would be that 'not good'. Then, when i arrived here, it's actually not bad at all. Enough room size, spacious bathroom, hot shower, clean, no weird smell. It's just old interior design, that's it, and really nothing matter with that. It even looks classic. The internet connection is sufficient. I tried the dinner buffet, it was fine, tasty food - eventhough the dessert was just ok. Overall it's worth staying, especially when you really want to stay around Kemang area. Spacious parking lot for medium size hotel."
Park Regis Arion,Pius Wisnugraha Trias,2.0,"There's even no health check entry, no hand sanitizer at public areas except on front desk resto, hot water don't work good, towel's smell bad, resto menu not taste good. But the hotel staff was polite and helpful"
Park Regis Arion,Hani Adelia,5.0,"Such a pretty good place to stay at. The room is clean and the service is really good. I was coming here to check the meeting room. It's quite cheaper than other hotel. But you know it's a huge, tall, and kind of luxurious hotel aswell. So worth it to be here."
Park Regis Arion,Suradi Bandung,5.0,Nice hotel with good locationRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Park Regis Arion,Mark Kilner,3.0,"A recently refurbished 3 star, 85 room hotel in Kemang's main street at 4 star prices. Rooms are tiled, not carpeted with refurbishment not extending to the bathrooms. Some rooms were being sprayed for bed bug infestation at the time (Dec. 2018). Water in the shower was warm at best throughout the hotel. Room safes could not be opened. No mini bar stocking. Service was friendly. Housekeeping lacked vacuum cleaners to clean the thin room rug under the coffee table."
Park Regis Arion,zul khaidir,3.0,"I have some features that I dont like, maybe not that important, but quite sensitive for me. The food was not delicious, LCD is not fixed LCD but still the portable one, but sometimes with low contrast. A lift button for down sing is not lighting (although still functioning). Plus points are the officers are kind (although some are not), and have quite strategic location. Mini mart is just 10 minutes walk. Also, In my room, iron and hair dryer are available. Swimming and gym located at seventh floor."
Park Regis Arion,Naftali Halberstadt,3.0,"It's okay, no more than that. Service is proper without anyone taking any initiative. Rooms should have been redone a decade ago. Breakfast is less than inspiring and not included with the room, but a quick and close breakfast before venturing out for the days work is not a luxury."
Park Regis Arion,Radityo Agung Prabowo,4.0,"Came here for a seminar, didnt stay at the hotel. The snack for coffee break was between nice and odd. They served puding without giving spoon or tissue. Lunch menu was nice with much varieties. Parking lot wasnt spacious so be sure to come early fo an event."
Park Regis Arion,Mia Salima,1.0,"changes room when i got very bad room😥 interior, the room,everything look dirty! i got baby cockroach in the room!!! so they give me new room in different floor they reason everything under renovation but please at least explain in first place !!!! so bad"
Park Regis Arion,Dela,3.0,"The hotel is noticable from the street. It is located in Kemang and have cool place surrounding the hotel. Its' interior look sophisticated, but old. The service is awesome, the room just so comfy and the price is so-so. However....the food served there just not so good for the 4 star hotel like Park Regis. It is so sad to know this. I think they should improve how they cook and serve any kind of food there. On the otherside, they have many promotions which guests can enjoy. My fav is the 50% promo for the cake after 4PM hours. The cake is delicious, and you can order it from your room. If you would like to know more, just ask the receptionist when you check in. For thw meeting room, for me it was well-equipped. However the room is so small. 😥😥😥😥 Another thing should be improved is the cleanliness around. But overal.....I think all is well here."
Park Regis Arion,Ivan Yudhi,3.0,"I must say I'm a bit disappointed about this hotel. I stayed here for almost two weeks for a job. It's actually the first time ever I'm staying at a hotel in Jakarta (my family lives in this city). The breakfast is subpar, and they serve pretty much the same thing every day. I cancelled my breakfast package for the second week. I'd rather just walk a bit to Indomaret and Starbucks to get some snacks and coffee for breakfast. The room is quite old and doesn't look very nice. I stayed in the executive room for a few days and the sliding door broke. The phone also broke after a few days. Overall I don't think I'll stay here again if I'm about to stay in Kemang area again. I'd rather try Grand Kemang which is not much further than this hotel."
Park Regis Arion,adi purnomo,4.0,A good 3 stars hotel. The food is ok. Eventhough the desserts is below expectation. The meeting room quite descent. Overall clean and well maintenance hotel. The staffs are quite friendly. A good option for budget hotel around kemang.
Park Regis Arion,Audi Kasbara,4.0,"It's an upscale medium-sized hotel at the heart of Kemang that offers cozy ambient and casual atmosphere. It has all amenities required as 4 - star hotel. Dining lounges, cafe, club, meeting rooms, fitness area, swimming pool etc."
Park Regis Arion,Adhit Adhityawarman,2.0,"Attended a training here. Room was old, but just OK. Food, however, poor. Selection of menus was terrible, taste of most menus were horrible.Service was even worse. During a break time no cutleries provided, no sugar provided for the tea and coffee, and no one attended our room."
